Age;Gender;Country;Income;ProductQuality;ServiceQuality;PurchaseFrequency;FeedbackScore;LoyaltyLevel;SatisfactionScore
21;Female;Germany;34879;2;3;17;Medium;Bronze;48.91
24;Male;France;33452;10;3;19;Low;Silver;83.09
43;Male;UK;53180;6;8;1;Medium;Gold;95.48
64;Female;USA;42992;7;2;19;Medium;Silver;86.27
67;Female;UK;68727;10;9;11;High;Silver;100.0
29;Female;UK;97968;6;4;16;High;Silver;86.99
48;Male;UK;53059;3;8;19;Low;Silver;100.0
34;Female;USA;90274;10;10;15;High;Bronze;100.0
50;Male;Germany;75340;6;8;1;High;Gold;100.0
28;Female;France;91122;10;7;17;High;Bronze;100.0
45;Male;Germany;108324;3;8;13;Low;Bronze;100.0
49;Female;Germany;62732;1;9;2;High;Gold;91.14
18;Male;Germany;75329;4;3;18;Medium;Silver;61.59
64;Male;France;57089;4;5;18;Low;Gold;89.98
45;Male;France;103559;2;3;1;Medium;Gold;48.0
59;Female;USA;97000;6;1;17;Medium;Silver;84.05
24;Female;Canada;77685;5;6;3;Medium;Gold;85.36
19;Female;France;117131;1;9;19;High;Bronze;78.38
59;Female;France;53101;2;1;16;Low;Silver;53.54
41;Female;Canada;54115;6;8;14;High;Gold;100.0
21;Male;France;94077;3;10;15;High;Gold;97.63
61;Female;Germany;115753;7;3;13;High;Bronze;91.03
36;Male;France;69178;1;6;9;Low;Bronze;79.83
43;Male;USA;67060;7;9;3;High;Bronze;100.0
28;Male;France;91598;3;9;17;High;Gold;100.0
57;Male;Canada;119644;6;2;16;High;Bronze;98.81
67;Female;Germany;65948;1;4;11;Low;Gold;66.2
60;Female;Canada;50250;1;2;14;Low;Bronze;35.32
28;Female;France;62480;1;5;6;Medium;Bronze;51.58
62;Female;France;66513;6;1;12;Medium;Silver;66.07
20;Female;USA;48993;2;2;17;Medium;Silver;43.64
29;Female;Germany;95123;10;2;3;Low;Silver;89.47
20;Male;France;37405;8;3;13;Low;Gold;75.48
59;Female;USA;108206;9;3;3;High;Gold;100.0
44;Male;USA;99316;6;6;9;Low;Silver;91.56
66;Male;Canada;103139;9;10;1;Medium;Bronze;100.0
19;Male;Germany;91779;7;6;8;Low;Bronze;95.52
66;Male;UK;102781;10;2;11;High;Silver;100.0
33;Female;USA;46779;3;1;9;Medium;Gold;44.28
19;Female;UK;63292;9;4;15;Low;Gold;85.65
47;Male;Canada;111135;7;8;19;Medium;Gold;100.0
37;Female;USA;83594;5;9;4;Low;Bronze;100.0
55;Male;Germany;110346;7;6;5;High;Bronze;100.0
45;Male;UK;30835;3;7;6;Medium;Gold;82.25
42;Male;Germany;44732;1;9;3;Medium;Bronze;84.79
49;Male;UK;98497;3;7;20;High;Silver;100.0
27;Female;Canada;92188;8;10;18;High;Gold;100.0
59;Male;USA;94809;4;5;9;High;Gold;94.99
57;Female;USA;67062;6;8;12;Medium;Bronze;91.83
50;Male;Canada;75972;10;8;2;Low;Bronze;100.0
30;Female;France;31677;5;9;9;High;Gold;74.7
58;Female;UK;60047;6;2;17;Medium;Silver;66.59
59;Female;UK;101176;1;4;3;High;Gold;56.33
64;Male;France;76346;2;6;1;Low;Gold;81.2
54;Male;Canada;88774;9;10;7;Low;Silver;100.0
33;Female;Germany;113613;3;6;19;Low;Silver;75.06
62;Female;Germany;63028;2;1;2;Low;Gold;55.04
39;Male;Canada;118818;5;3;2;Low;Silver;74.79
37;Female;Germany;69641;10;7;3;Low;Gold;100.0
67;Female;Canada;118387;5;5;19;Medium;Gold;98.15
60;Female;UK;38794;6;4;16;Medium;Silver;78.98
44;Male;UK;106700;3;7;11;High;Gold;93.75
58;Male;France;38364;5;9;18;High;Gold;100.0
33;Male;Canada;106533;5;4;8;High;Silver;83.45
51;Male;Germany;52522;8;2;18;High;Gold;99.51
49;Male;Canada;82870;5;4;2;Low;Silver;69.71
43;Male;USA;92095;1;3;4;High;Bronze;63.07
42;Female;France;32648;1;3;9;High;Gold;60.2
19;Female;USA;51463;1;10;13;Low;Silver;69.96
29;Female;France;30680;9;9;12;Low;Gold;95.8
57;Female;France;54508;7;9;5;Low;Gold;100.0
26;Female;France;78182;3;4;13;Low;Bronze;43.22
29;Female;USA;104943;10;9;2;Low;Bronze;100.0
43;Male;France;114658;2;3;14;Medium;Gold;68.89
26;Female;Canada;118505;2;1;17;Medium;Bronze;56.72
27;Female;Canada;68991;6;2;4;High;Silver;74.27
49;Male;USA;55320;6;5;6;High;Bronze;74.23
51;Male;UK;88286;6;9;14;High;Silver;100.0
65;Female;UK;110828;2;1;11;Medium;Silver;78.32
37;Female;USA;102290;7;4;17;Medium;Gold;94.94
56;Female;France;39861;10;7;12;High;Silver;100.0
19;Male;France;55828;3;5;9;High;Silver;63.19
18;Male;France;119755;1;6;2;Low;Silver;53.23
68;Male;USA;52185;3;10;4;Low;Gold;100.0
53;Male;France;53987;6;10;10;Medium;Bronze;100.0
41;Female;Canada;36853;7;2;8;High;Silver;83.79
44;Female;France;104423;10;6;4;Low;Gold;100.0
19;Female;USA;87549;3;10;20;Low;Gold;100.0
48;Male;France;72594;10;3;18;Medium;Gold;100.0
31;Male;Canada;77612;8;6;2;High;Bronze;93.43
19;Female;USA;51247;3;2;17;Low;Bronze;39.04
46;Female;UK;106848;6;3;13;High;Bronze;89.97
32;Female;USA;84410;2;1;10;High;Silver;61.16
29;Male;Germany;96461;9;8;15;Low;Gold;100.0
54;Female;UK;42792;7;7;19;High;Bronze;95.8
45;Male;UK;112587;8;10;6;Medium;Gold;100.0
37;Female;USA;96571;2;1;8;High;Gold;38.65
56;Female;Germany;69156;10;10;12;Medium;Bronze;100.0
41;Male;UK;63142;4;9;11;Low;Silver;100.0
38;Male;France;61203;8;9;10;Low;Gold;100.0
27;Male;Germany;72069;9;3;1;Low;Gold;85.87
63;Female;Germany;80831;4;8;1;Medium;Gold;97.21
31;Male;USA;80942;6;7;7;Low;Silver;100.0
54;Female;USA;112502;5;10;7;Medium;Silver;100.0
35;Male;USA;51171;6;8;20;Low;Silver;97.44
41;Female;Germany;103416;3;2;8;High;Silver;61.55
31;Male;Canada;72219;5;10;6;High;Bronze;92.78
51;Male;USA;98445;7;1;19;Low;Silver;89.02
29;Female;Canada;72139;4;7;2;High;Bronze;80.62
39;Male;UK;114157;5;10;8;Low;Silver;100.0
23;Female;France;39884;6;3;18;Low;Silver;64.61
53;Female;France;106277;9;1;8;High;Silver;95.93
62;Female;Canada;30377;9;8;1;Medium;Bronze;100.0
53;Male;Germany;73995;9;1;17;Medium;Silver;89.48
39;Female;France;71496;1;7;18;Low;Silver;75.53
31;Male;Canada;100102;3;8;6;High;Bronze;92.75
33;Male;USA;106792;2;5;8;High;Gold;65.31
53;Female;Canada;67577;6;8;6;High;Gold;100.0
42;Male;UK;67928;9;4;2;Low;Silver;85.54
49;Female;Canada;62701;2;4;4;Medium;Gold;66.42
50;Female;USA;32676;7;1;18;High;Gold;87.36
62;Female;Canada;46864;1;6;8;High;Gold;88.43
53;Female;USA;89631;10;7;5;High;Gold;100.0
37;Female;USA;113389;10;5;15;High;Gold;100.0
35;Female;UK;106918;10;3;20;Medium;Gold;100.0
55;Male;UK;54187;4;6;3;Medium;Gold;94.16
20;Male;France;104088;1;8;3;High;Bronze;68.86
40;Male;USA;89012;1;6;18;High;Bronze;67.87
49;Male;USA;83315;10;4;8;High;Bronze;100.0
62;Male;USA;54996;7;10;13;Low;Bronze;100.0
33;Female;France;103027;10;4;17;Low;Gold;100.0
22;Male;Germany;114696;5;9;7;Low;Bronze;100.0
21;Female;UK;43343;8;9;13;Low;Gold;100.0
38;Male;UK;51261;2;3;9;Medium;Gold;47.04
57;Male;USA;67338;6;9;7;High;Gold;94.1
68;Female;France;33262;9;5;18;High;Gold;98.81
31;Male;USA;92587;3;2;7;High;Gold;61.75
56;Male;UK;77308;6;2;5;Low;Bronze;81.28
48;Male;France;79631;9;1;5;Medium;Silver;93.81
31;Female;Canada;54820;3;5;1;Low;Gold;48.33
23;Male;UK;116698;5;8;10;Medium;Bronze;100.0
29;Female;Canada;78412;6;9;11;Medium;Gold;100.0
33;Male;Germany;86790;1;8;15;Medium;Gold;93.23
34;Female;Canada;110251;8;6;10;Low;Silver;100.0
62;Male;France;103293;10;3;1;Low;Bronze;100.0
40;Female;Canada;88569;3;10;6;High;Bronze;100.0
31;Female;Germany;91382;10;4;15;Medium;Bronze;91.95
24;Male;UK;49442;8;6;15;Medium;Bronze;100.0
63;Male;Germany;77357;1;2;17;Medium;Silver;60.13
49;Male;France;76714;4;3;3;High;Silver;68.88
32;Female;Canada;55689;4;7;13;Low;Silver;54.89
61;Male;Canada;106195;8;3;1;Medium;Bronze;100.0
34;Female;France;64547;4;8;11;High;Silver;81.7
58;Male;USA;30638;4;7;1;High;Silver;74.27
64;Male;France;63208;7;10;1;Low;Silver;100.0
61;Female;France;48075;10;5;9;Medium;Silver;100.0
51;Male;Germany;42397;8;1;3;Medium;Gold;72.48
22;Male;Germany;116518;6;3;11;Medium;Gold;96.87
62;Male;France;97371;4;9;14;Medium;Bronze;100.0
44;Female;UK;89818;7;3;20;Low;Gold;95.26
69;Female;Canada;92006;9;7;17;Medium;Gold;100.0
40;Female;France;47402;2;4;3;High;Silver;70.21
57;Female;USA;96647;3;9;5;Low;Silver;100.0
31;Male;Canada;60656;1;2;3;Medium;Silver;16.94
32;Male;UK;67786;7;8;15;High;Gold;100.0
60;Male;France;41904;6;8;11;Low;Gold;92.88
50;Female;UK;34617;10;7;6;Medium;Bronze;100.0
48;Male;Canada;33626;8;7;10;Low;Gold;100.0
52;Female;USA;102072;2;9;12;High;Gold;100.0
34;Male;Canada;94796;5;3;13;Low;Gold;100.0
45;Female;Canada;96049;1;7;12;High;Bronze;95.11
36;Female;France;61293;10;4;3;Low;Silver;100.0
63;Male;Canada;82278;9;4;15;High;Silver;100.0
40;Female;France;89652;2;2;5;High;Bronze;60.16
49;Female;France;55975;7;9;15;High;Bronze;100.0
57;Male;UK;110621;7;2;11;Low;Silver;74.31
30;Female;USA;110068;4;9;17;Medium;Bronze;100.0
37;Female;France;113905;6;4;18;High;Gold;100.0
52;Male;Germany;55126;2;7;12;Medium;Silver;66.6
22;Female;UK;96710;2;7;3;Low;Silver;62.25
26;Female;France;106027;9;8;18;Medium;Silver;100.0
46;Female;France;36641;1;7;18;High;Bronze;83.66
23;Male;UK;84677;6;7;17;High;Silver;100.0
42;Male;Canada;55500;1;2;11;Medium;Silver;44.83
48;Male;France;81955;6;8;12;Medium;Gold;100.0
39;Male;USA;55739;4;5;6;Medium;Silver;84.59
19;Female;France;44348;5;3;9;Low;Silver;60.74
62;Male;UK;43191;4;4;8;High;Silver;57.8
22;Male;Germany;111517;5;9;19;High;Silver;100.0
44;Male;UK;67015;3;2;11;High;Gold;52.86
42;Male;UK;80980;6;8;2;Low;Bronze;100.0
25;Female;USA;93834;1;7;13;Low;Gold;82.69
18;Female;Canada;38867;2;3;17;Medium;Bronze;43.46
37;Male;USA;94072;6;8;6;Medium;Gold;100.0
61;Female;USA;100670;9;3;7;Medium;Silver;100.0
40;Male;France;113258;5;4;10;High;Gold;100.0
49;Male;Germany;80651;2;3;17;High;Gold;70.63
28;Female;UK;44862;5;9;9;High;Bronze;97.35
56;Female;USA;53651;6;7;14;Low;Gold;100.0
64;Female;USA;93317;2;8;13;Low;Gold;100.0
41;Female;Canada;95168;10;7;2;High;Bronze;100.0
28;Female;Canada;85189;7;6;6;Medium;Bronze;100.0
46;Female;Germany;114182;8;4;6;Medium;Gold;100.0
43;Male;UK;43531;8;10;19;High;Silver;100.0
33;Female;USA;34434;6;4;6;High;Silver;53.46
52;Male;France;105788;4;10;2;High;Silver;100.0
37;Male;Canada;75548;2;8;14;Low;Bronze;80.14
63;Male;USA;67420;10;6;17;High;Bronze;100.0
20;Male;France;98385;1;1;18;Medium;Silver;55.65
18;Male;USA;108958;8;6;10;High;Silver;88.96
64;Female;Germany;37055;5;6;19;High;Gold;85.26
18;Female;Germany;90458;9;6;11;Low;Silver;100.0
34;Male;France;107244;8;7;5;High;Bronze;100.0
19;Male;Canada;85389;2;6;13;High;Gold;65.08
46;Female;Germany;45674;9;2;10;Medium;Silver;60.32
37;Male;Canada;66243;4;6;15;Medium;Silver;99.53
23;Female;France;34213;3;10;14;High;Gold;75.77
25;Female;France;40494;9;7;20;Low;Silver;81.67
46;Female;USA;86991;2;2;9;Low;Silver;49.02
65;Male;France;87748;6;7;2;Low;Silver;100.0
68;Male;USA;34141;10;2;16;Low;Silver;87.88
50;Male;Canada;48932;7;8;6;Low;Gold;100.0
20;Male;USA;118004;8;1;20;Low;Silver;100.0
52;Male;Canada;91936;3;2;13;Medium;Gold;55.64
22;Male;Germany;56487;10;4;13;Low;Silver;95.98
44;Male;Canada;85765;2;4;19;High;Silver;75.71
61;Male;UK;42998;2;2;6;Low;Gold;48.59
29;Female;USA;70297;2;2;19;Low;Bronze;36.22
37;Male;Germany;98809;10;4;18;Low;Silver;100.0
62;Female;Canada;86243;7;6;7;High;Bronze;100.0
37;Female;France;68297;10;7;8;Medium;Gold;100.0
26;Female;USA;76077;4;5;16;High;Gold;80.55
56;Male;Canada;110974;7;8;7;Low;Silver;100.0
21;Male;Germany;113944;6;2;13;Medium;Silver;77.76
68;Male;France;60813;4;1;1;Medium;Bronze;68.37
36;Female;USA;46139;5;7;11;High;Gold;85.06
55;Male;Germany;105902;8;5;2;High;Silver;100.0
44;Male;France;32761;6;4;13;High;Silver;62.82
62;Female;UK;39591;3;5;6;Low;Gold;64.68
60;Male;France;79172;10;4;1;Medium;Silver;100.0
30;Female;USA;49510;8;1;1;Medium;Silver;53.55
30;Female;UK;80063;7;8;4;Low;Gold;100.0
39;Female;Canada;66780;4;5;15;Medium;Bronze;77.1
45;Male;UK;105046;2;8;13;Medium;Bronze;94.79
69;Female;UK;38872;2;8;4;High;Gold;82.2
64;Female;UK;36421;2;4;13;High;Bronze;66.35
62;Male;France;92000;2;9;9;High;Silver;100.0
39;Female;UK;75008;8;7;10;High;Bronze;96.98
60;Male;UK;71616;5;4;10;Low;Gold;91.05
36;Male;Canada;50889;10;6;9;High;Bronze;100.0
25;Female;UK;98708;7;6;8;Medium;Gold;100.0
69;Male;France;98389;7;5;20;Low;Bronze;100.0
25;Male;Germany;31445;2;7;19;Low;Gold;57.59
59;Male;Germany;83032;8;9;8;Medium;Gold;100.0
43;Male;France;92076;6;4;18;Low;Bronze;89.81
65;Female;France;80281;8;2;13;Low;Silver;100.0
68;Male;UK;81010;3;3;11;Medium;Silver;73.38
43;Male;France;52131;3;9;4;Medium;Bronze;89.28
40;Male;UK;103741;10;6;17;Medium;Bronze;100.0
60;Male;USA;83735;3;8;11;Medium;Silver;96.26
30;Female;Canada;66977;9;9;2;Low;Bronze;100.0
45;Female;Canada;89131;6;6;9;Low;Bronze;100.0
26;Male;Canada;41493;9;4;2;High;Bronze;76.62
37;Female;USA;92529;2;6;3;High;Gold;81.66
36;Male;Canada;101110;10;5;11;Low;Bronze;100.0
65;Female;UK;41941;9;8;8;Low;Gold;100.0
56;Male;Germany;73562;10;7;8;Medium;Silver;100.0
68;Male;Canada;86566;3;4;11;High;Gold;94.13
29;Female;Canada;84136;10;1;12;Medium;Bronze;80.6
32;Female;UK;79917;10;4;14;Medium;Silver;95.74
48;Female;UK;82568;8;10;6;Low;Silver;100.0
31;Female;Canada;98089;3;10;18;Medium;Bronze;100.0
28;Female;France;31580;4;10;17;Medium;Silver;79.73
43;Male;USA;100117;9;2;11;Low;Silver;97.0
59;Male;Germany;48942;10;10;11;Medium;Silver;100.0
44;Male;Germany;88350;4;5;15;High;Bronze;97.01
28;Male;USA;46394;6;8;3;Medium;Silver;100.0
55;Female;Canada;37578;7;10;5;Low;Silver;100.0
51;Female;Canada;79012;10;6;2;Medium;Gold;100.0
60;Male;Canada;67307;2;10;3;Low;Bronze;100.0
36;Male;Canada;98003;7;7;14;Medium;Gold;100.0
23;Female;Canada;34024;4;6;9;Low;Gold;77.12
63;Female;Germany;61500;7;8;18;High;Silver;100.0
69;Female;Canada;43934;3;8;16;High;Gold;100.0
55;Female;UK;35531;1;1;3;Medium;Gold;20.52
66;Female;France;34191;9;9;2;High;Bronze;100.0
59;Male;Canada;85237;7;10;20;High;Silver;100.0
45;Male;UK;45762;2;4;6;Medium;Gold;61.32
18;Male;Germany;36670;5;7;16;Medium;Silver;100.0
52;Male;UK;69254;4;2;4;Low;Gold;53.11
57;Female;USA;33183;10;9;4;Medium;Bronze;100.0
25;Male;USA;116551;7;10;12;Low;Silver;100.0
69;Male;UK;79205;2;10;12;Medium;Gold;100.0
64;Male;Canada;72551;8;1;9;Medium;Gold;97.46
24;Male;Canada;39449;7;2;11;Medium;Gold;70.22
28;Male;Canada;66599;3;5;11;High;Silver;65.64
56;Female;UK;109278;6;4;18;Low;Gold;100.0
21;Male;USA;42547;9;9;12;Medium;Silver;100.0
42;Male;USA;52689;1;5;13;Medium;Silver;68.86
29;Female;Germany;67042;1;8;11;Low;Silver;73.85
43;Female;USA;106006;9;2;2;Medium;Gold;89.46
55;Female;USA;105546;1;9;18;Low;Silver;100.0
63;Female;France;86298;1;7;14;Low;Bronze;78.11
29;Male;USA;114718;2;2;5;Low;Gold;62.66
60;Female;UK;95205;3;5;16;Low;Silver;91.85
68;Male;Canada;76991;4;4;9;Low;Silver;91.13
54;Female;UK;45967;4;1;4;Low;Bronze;51.89
63;Male;Canada;67432;10;10;17;Medium;Silver;100.0
41;Female;Canada;75114;3;7;8;Medium;Bronze;84.62
33;Female;Germany;41560;8;8;13;Medium;Bronze;92.89
30;Male;USA;88028;4;6;9;High;Bronze;88.07
42;Male;Germany;58740;9;9;17;Medium;Bronze;100.0
69;Female;Canada;115398;9;2;19;Medium;Bronze;100.0
21;Male;France;55773;4;7;5;Medium;Gold;60.71
28;Male;France;77460;4;6;12;High;Silver;72.8
49;Male;Germany;66734;3;9;3;Medium;Bronze;81.96
66;Male;Germany;39779;4;3;11;High;Bronze;84.86
24;Female;USA;78333;5;3;19;Medium;Silver;63.55
63;Male;Germany;33104;10;8;7;Medium;Bronze;100.0
28;Female;Germany;79130;2;2;18;Low;Bronze;62.15
45;Male;UK;90344;6;6;5;Medium;Bronze;90.88
58;Female;Germany;74194;7;6;6;High;Bronze;100.0
40;Female;Germany;56345;10;6;16;Low;Bronze;100.0
62;Female;UK;85221;2;10;19;Low;Silver;100.0
40;Female;Canada;42520;10;8;14;Medium;Bronze;100.0
67;Male;Canada;103838;8;4;7;High;Silver;100.0
45;Male;UK;40725;4;6;12;Low;Gold;80.76
60;Female;USA;63493;4;5;1;Medium;Silver;74.86
64;Male;Germany;114967;7;5;16;High;Bronze;100.0
43;Male;USA;92519;9;9;13;Medium;Silver;100.0
42;Female;France;36024;10;9;7;Medium;Silver;100.0
46;Male;USA;64788;7;6;3;High;Gold;100.0
36;Male;Germany;79021;5;6;5;High;Gold;88.24
50;Male;Canada;63426;2;1;5;Medium;Silver;47.43
53;Male;Germany;93038;10;8;14;High;Gold;100.0
31;Female;Germany;111595;2;8;14;Medium;Gold;99.41
31;Female;Germany;103138;6;9;11;High;Bronze;100.0
52;Male;USA;76408;5;7;12;High;Bronze;100.0
47;Female;Canada;85695;10;9;5;High;Silver;100.0
45;Female;Canada;106621;9;1;9;Low;Silver;100.0
34;Female;USA;115150;5;1;14;High;Gold;71.96
20;Female;USA;61061;2;10;10;High;Gold;88.2
33;Male;USA;54992;1;9;8;High;Silver;48.51
63;Male;France;74583;6;4;11;Low;Silver;97.57
47;Male;France;115118;3;9;7;High;Bronze;100.0
69;Female;Germany;52238;6;8;3;Low;Silver;100.0
46;Male;France;52354;9;5;2;High;Silver;89.47
62;Male;USA;46773;6;5;19;High;Gold;100.0
32;Male;USA;52957;7;1;7;High;Silver;69.81
63;Female;USA;98391;1;2;2;Low;Gold;63.33
42;Male;Canada;53294;6;2;13;High;Bronze;87.52
68;Female;Canada;115162;6;1;17;High;Bronze;90.47
55;Female;France;55453;1;2;5;High;Bronze;58.56
59;Female;UK;98553;2;9;18;High;Gold;85.05
64;Female;UK;41760;6;2;17;High;Silver;58.74
69;Female;USA;87867;3;8;4;High;Bronze;91.18
55;Male;Canada;109193;3;6;16;High;Bronze;98.86
40;Female;Germany;32819;2;7;9;High;Gold;72.89
42;Female;France;31138;4;4;8;Low;Silver;69.73
59;Female;Canada;57450;1;3;3;Low;Bronze;48.2
24;Male;USA;54624;1;7;2;Medium;Silver;73.25
39;Male;USA;113716;8;8;20;Low;Bronze;100.0
34;Male;UK;63148;8;6;14;High;Silver;100.0
35;Male;USA;83094;9;1;14;High;Silver;71.14
66;Female;USA;81106;8;9;1;Medium;Silver;100.0
58;Female;Germany;101812;2;6;13;Low;Bronze;89.95
27;Male;France;70708;2;5;6;Low;Gold;74.11
27;Female;Germany;39415;2;8;13;Medium;Silver;64.29
24;Male;UK;100901;7;9;5;High;Silver;100.0
65;Male;Canada;97776;3;10;5;Medium;Gold;100.0
67;Male;UK;75574;6;4;17;Low;Bronze;97.87
55;Female;USA;87358;5;3;1;Medium;Bronze;81.68
44;Male;France;116172;5;8;7;Medium;Gold;100.0
69;Male;USA;72609;4;2;1;Medium;Silver;61.71
50;Female;France;119601;6;9;14;High;Silver;100.0
18;Female;France;65513;10;5;9;High;Gold;91.81
61;Female;France;39542;3;2;13;High;Silver;42.69
51;Female;Canada;35897;7;8;14;Medium;Bronze;100.0
21;Female;UK;60168;5;4;17;High;Bronze;91.69
34;Female;Canada;106227;6;10;13;Low;Silver;100.0
21;Male;Canada;109815;1;8;5;Medium;Silver;84.23
60;Female;Canada;113468;9;1;11;Low;Gold;94.32
43;Female;Germany;91604;2;7;1;High;Bronze;82.82
21;Female;Germany;77355;10;8;5;Medium;Silver;100.0
18;Male;Germany;44172;5;10;4;Medium;Bronze;89.2
24;Female;Canada;105354;10;2;9;Medium;Bronze;100.0
47;Male;USA;73144;9;3;19;Low;Silver;100.0
67;Male;Germany;40876;5;5;15;Medium;Silver;91.53
26;Male;Germany;31738;8;7;11;High;Bronze;100.0
52;Male;Canada;71176;3;5;18;Medium;Silver;100.0
25;Female;UK;57734;5;9;18;High;Bronze;92.03
41;Female;USA;42230;9;4;1;High;Silver;96.85
36;Female;France;88188;9;4;4;Low;Silver;94.71
53;Female;France;110616;8;8;3;Medium;Bronze;100.0
67;Female;USA;71959;6;10;1;Low;Gold;100.0
69;Female;Canada;40736;3;7;9;High;Gold;100.0
60;Male;UK;88039;6;4;12;Low;Silver;92.68
44;Male;UK;88541;9;7;14;High;Silver;100.0
49;Female;France;113345;2;8;3;Low;Gold;100.0
31;Female;UK;34680;5;2;14;Low;Bronze;66.36
35;Female;France;64645;9;1;5;Low;Bronze;89.94
45;Female;Germany;109988;8;7;1;Medium;Silver;100.0
46;Female;Canada;45990;3;1;10;Low;Gold;34.04
33;Female;UK;92778;2;1;15;High;Bronze;53.79
52;Male;Canada;44830;3;9;2;Medium;Gold;96.94
64;Male;Germany;39651;7;6;4;Medium;Gold;84.35
48;Female;USA;61977;8;6;1;Medium;Gold;100.0
21;Female;USA;84207;7;3;8;Medium;Bronze;91.18
54;Female;USA;109885;7;4;10;Medium;Bronze;88.3
34;Male;France;97915;8;3;8;High;Silver;100.0
56;Male;France;32279;8;10;5;High;Gold;100.0
65;Male;USA;86592;5;1;16;High;Gold;66.94
63;Male;Germany;49984;7;7;15;High;Bronze;100.0
43;Male;France;80482;9;4;11;Medium;Bronze;100.0
65;Female;USA;30439;8;4;11;Low;Gold;93.3
56;Female;Canada;118983;9;8;5;High;Gold;100.0
58;Male;USA;65440;5;3;5;Medium;Gold;77.23
21;Female;USA;81235;4;4;3;Medium;Bronze;72.4
47;Male;Canada;55917;6;8;17;Medium;Gold;100.0
47;Male;France;115009;6;7;6;Low;Bronze;100.0
39;Male;Canada;40806;4;3;12;Low;Gold;57.33
28;Female;France;44971;5;10;19;High;Silver;100.0
19;Female;Germany;72468;5;7;1;Medium;Silver;79.22
61;Female;France;75888;6;5;3;High;Bronze;90.77
29;Female;UK;50745;1;9;20;Low;Silver;82.15
47;Female;France;98475;2;10;8;Low;Silver;100.0
53;Male;UK;107572;6;1;7;Medium;Silver;74.15
35;Male;France;62488;10;2;17;High;Gold;73.44
43;Male;Canada;85644;5;8;16;High;Silver;100.0
24;Female;France;53794;6;9;16;Low;Bronze;95.66
18;Female;USA;107279;8;6;7;High;Bronze;100.0
43;Female;France;117546;7;4;2;High;Silver;100.0
40;Male;Canada;60046;1;9;16;High;Gold;76.97
43;Male;Canada;38356;7;7;18;Low;Bronze;100.0
62;Male;France;32208;2;3;6;Medium;Silver;48.35
23;Female;France;119309;8;3;2;Low;Gold;81.41
23;Female;France;70038;9;9;5;Low;Bronze;100.0
61;Male;Germany;77113;6;9;12;High;Silver;100.0
25;Male;UK;51951;7;7;1;Medium;Silver;95.18
41;Male;France;91625;6;3;17;High;Silver;100.0
39;Male;France;70496;4;6;20;High;Silver;88.02
36;Female;UK;77259;1;7;20;Low;Bronze;83.69
54;Male;USA;57702;5;1;16;Low;Silver;84.67
35;Female;Germany;49402;1;7;9;Medium;Silver;59.02
48;Female;Germany;38876;8;4;1;Low;Gold;100.0
54;Female;USA;114895;8;8;19;Medium;Gold;100.0
47;Female;UK;52649;1;2;1;Low;Bronze;18.Nis
59;Female;UK;74692;5;8;7;Low;Silver;100.0
50;Male;Canada;74363;4;7;19;Low;Silver;84.97
27;Female;UK;91023;6;1;7;High;Silver;75.3
54;Male;Germany;106354;10;5;8;Low;Bronze;100.0
29;Male;Canada;109947;3;10;8;Medium;Gold;100.0
47;Female;France;90601;6;8;13;Medium;Bronze;100.0
44;Male;France;91900;7;1;4;Low;Bronze;66.44
56;Male;France;80517;8;6;19;Low;Bronze;100.0
26;Male;Canada;93717;9;10;9;Low;Silver;100.0
38;Male;Germany;31051;1;5;17;High;Silver;51.95
29;Female;UK;75043;2;10;10;Low;Bronze;81.41
46;Male;Canada;104297;9;10;9;High;Bronze;100.0
50;Male;Germany;63540;4;5;12;Medium;Bronze;89.61
60;Female;UK;36749;7;10;7;High;Bronze;100.0
32;Female;USA;104207;6;6;3;Low;Bronze;86.4
19;Female;Germany;30827;9;5;18;High;Silver;68.32
69;Female;USA;83292;8;3;15;Medium;Silver;94.45
56;Female;France;101544;10;2;7;High;Silver;100.0
61;Male;France;116931;5;5;9;High;Gold;100.0
35;Female;Germany;64664;1;10;13;High;Gold;75.19
20;Male;USA;100137;6;10;8;Low;Silver;100.0
24;Female;Canada;83896;3;10;15;High;Gold;96.73
60;Male;UK;53814;8;9;5;High;Bronze;100.0
35;Male;France;114102;1;9;9;High;Bronze;94.72
61;Female;France;33801;7;4;11;Low;Silver;79.53
55;Male;France;61072;10;9;4;Low;Bronze;100.0
54;Female;France;117089;1;9;3;Medium;Bronze;80.63
50;Male;Germany;70670;3;4;4;Low;Silver;75.72
61;Female;Germany;41789;5;1;5;Low;Silver;73.66
48;Male;USA;61965;6;1;5;High;Silver;44.78
28;Male;Canada;48722;8;10;10;High;Bronze;100.0
21;Female;USA;81730;3;7;5;Low;Silver;72.28
35;Female;Canada;73322;8;8;12;High;Silver;100.0
21;Female;Germany;107119;7;4;4;Medium;Bronze;70.87
66;Female;France;90096;10;1;5;Low;Bronze;88.49
51;Female;USA;102191;4;5;16;Medium;Gold;88.82
